ticker,volume,category
SCHE,778145,Diversified Emerging Mkts
SCHF,1713727,Foreign Large Blend
SCHG,622197,Large Growth
SCHH,4680792,Real Estate
SCHI,230205,Corporate Bond
SCHJ,15267,Short-Term Bond
SCHK,82186,Large Blend
SCHM,201489,Mid-Cap Blend
SCHO,826815,Short Government
SCHP,996858,Inflation-Protected Bond
SCHQ,28313,Long Government
SCHR,474729,Intermediate Government
SCHV,263719,Large Value
SCHX,1049610,Large Blend
SCHY,104683,Foreign Large Value
SCHZ,331730,Intermediate-Term Bond
SCJ,45526,Japan Stock
SCMB,5066,Muni National Interm
SCO,1467175,Trading--Inverse Commodities
SCRD,1,Corporate Bond
SCZ,1609902,Foreign Small/Mid Blend
SDCI,894,Commodities Broad Basket
SDD,245,Trading--Inverse Equity
SDEM,5835,Diversified Emerging Mkts
SDOG,25777,Large Value
SDOW,4528519,Trading--Inverse Equity
SDP,1141,Trading--Inverse Equity
SDS,4172647,Trading--Inverse Equity
SDSI,3453,Short-Term Bond
SDVY,259307,Small Value
SDY,336884,Mid-Cap Value
SEA,86,Industrials
SECD,12,Bank Loan
SECT,73528,Large Blend
SEF,291801,Trading--Inverse Equity
SEIM,365,Large Blend
SEIQ,149,Large Blend
SEIV,354,Large Value
SEIX,8080,Bank Loan
SELV,705,Large Blend
SEMI,387,Technology
SENT,26040,Long-Short Equity
SETM,5365,Natural Resources
SFIG,1150,Short-Term Bond
SFLR,1231,Large Blend
SFY,70622,Large Growth
SFYF,942,Large Growth
SFYX,6694,Mid-Cap Blend
SGDJ,27335,Equity Precious Metals
SGDM,42674,Equity Precious Metals
SGLC,4059,Large Blend
SGOV,2453219,Ultrashort Bond
SH,19181788,Trading--Inverse Equity
SHAG,6303,Short-Term Bond
SHE,4288,Large Blend
SHM,555563,Muni National Short
SHOC,6063,Technology
SHPP,200,Industrials
SHUS,100,Large Blend
SHV,2911138,Ultrashort Bond
SHY,3353905,Short Government
SHYD,86947,High Yield Muni
SHYG,571918,High Yield Bond
SHYL,3349,High Yield Bond
SIFI,0,Multisector Bond
SIHY,2918,High Yield Bond
SIJ,12670,Trading--Inverse Equity
SIL,379094,Equity Precious Metals
SILJ,1405075,Equity Precious Metals
SILX,117156,Trading--Leveraged Equity
SIMS,1370,Infrastructure
SIO,196,Multisector Bond
SIXA,41414,Large Value
SIXL,33263,Mid-Cap Blend
SIXS,9220,Small Blend
SIZE,1599,Large Blend
SJB,451335,Trading--Inverse Debt
SJIM,1794,Long-Short Equity
SJNK,1599849,High Yield Bond
SKF,23532,Trading--Inverse Equity
SKOR,11589,Corporate Bond
SKYU,3159,Trading--Inverse Equity
SKYY,201850,Technology
SLQD,181697,Short-Term Bond
SLVP,125391,Equity Precious Metals
SLX,2482,Natural Resources
SLY,70185,Small Blend
SLYG,38236,Small Growth
SLYV,109261,Small Value
SMB,19331,Muni National Short
SMCP,2212,Small Blend
SMDD,2565,Trading--Inverse Equity
SMDV,41336,Small Blend
SMDY,35,Small Blend
SMH,5039250,Technology
SMI,87,Muni National Long
SMIG,66560,Small Value
SMIN,10848,India Equity
SMLE,31369,Small Blend
SMLF,94354,Small Blend
SMLV,1612,Small Blend
SMMD,29816,Small Blend
SMMU,28767,Muni National Short
SMMV,41036,Small Blend
SMN,20513,Trading--Inverse Equity
SMOG,3362,Miscellaneous Sector
SMOT,39171,Mid-Cap Blend
SNAV,1599,Large Blend
SNLN,4560,Bank Loan
SNPD,0,Large Value
SNPE,46010,Large Blend
SNPG,18,Large Growth
SNPV,2,Large Value
SNSR,179656,Technology
SOCL,9173,Technology
SOGU,2469,Trading--Inverse Equity
SOLR,6,Equity Energy
SOXL,61130258,Trading--Leveraged Equity
SOXQ,24909,Technology
SOXS,61025073,Trading--Inverse Equity
SOXX,1975193,Technology
SPAB,1765508,Intermediate-Term Bond
SPAQ,350,Health
SPBO,124139,Corporate Bond
SPC,7859,Financial
SPCZ,307,Financial
SPD,5587,Large Blend
SPDN,2126832,Trading--Inverse Equity
SPDV,1564,Large Value
SPDW,1708105,Foreign Large Blend
SPEM,919677,Diversified Emerging Mkts
SPEU,19084,Europe Stock
SPFF,42759,Preferred Stock
SPGP,131812,Large Blend
SPHB,320599,Large Blend
SPHD,717473,Large Value
SPHQ,404769,Large Blend
SPHY,171115,High Yield Bond
SPIB,2936777,Corporate Bond
SPIP,167347,Inflation-Protected Bond
SPKX,200,Trading--Miscellaneous
SPKY,2000,Trading--Miscellaneous
SPLB,1137746,Long-Term Bond
SPLG,1987460,Large Blend
SPLV,1733442,Large Value
SPMB,902922,Intermediate Government
SPMD,556878,Mid-Cap Blend
SPMO,22515,Large Growth
SPMV,609,Large Blend
SPRE,4948,Real Estate
SPRX,11452,Technology
SPSB,1538455,Short-Term Bond
SPSK,29702,World Bond
SPSM,365136,Small Blend
SPTI,3474354,Intermediate Government
SPTL,1993716,Long Government
SPTM,189170,Large Blend
SPTS,2403398,Short Government
SPUC,4,Large Blend
SPUS,23934,Large Growth
SPUU,7591,Trading--Leveraged Equity
SPVM,37106,Large Value
SPVU,9786,Large Value
SPXB,250,Corporate Bond
SPXE,405,Large Blend
SPXL,8751636,Trading--Leveraged Equity
SPXN,152,Large Blend
SPXS,17730650,Trading--Inverse Equity
SPXT,152,Large Blend
SPXU,16406608,Trading--Inverse Equity
SPXV,1,Large Blend
SPY,52648061,Large Blend
SPYC,2625,Large Blend
SPYD,2081879,Large Value
SPYG,1216850,Large Growth
SPYI,32384,Large Blend
SPYV,1674023,Large Value
SPYX,31754,Large Blend
SQEW,2728,Mid-Cap Blend
SQLV,1250,Small Value
SQQQ,86619885,Trading--Inverse Equity
SRET,13803,Real Estate
SRHQ,26251,Mid-Cap Blend
SRLN,1140220,Bank Loan
SRS,40918,Trading--Inverse Equity
SRTY,498562,Trading--Inverse Equity
SRVR,69523,Real Estate
SSFI,84162,Nontraditional Bond
SSG,41648,Trading--Inverse Equity
SSLY,1,Small Blend
SSO,2571202,Trading--Leveraged Equity
SSPX,8080,Large Growth
SSPY,31,Large Value
SSUS,185886,Large Blend
SSXU,1263,Foreign Large Blend
STGF,100,Allocation--15% to 30% Equity
STIP,473574,Inflation-Protected Bond
STLG,155218,Large Growth
STLV,311,Mid-Cap Value
STNC,1600,Large Blend
STOT,105153,Short-Term Bond
STPZ,25793,Inflation-Protected Bond
STRV,71295,Large Blend
STXD,3756,Large Blend
STXE,1968,Diversified Emerging Mkts
STXG,3046,Large Growth
STXK,297,Small Blend
STXV,825,Large Value
SUB,268253,Muni National Short
SUBS,2,Large Growth
SUPL,100,Industrials
SUPP,2,Large Blend
SURE,550,Large Value
SURI,124,Health
SUSA,49242,Large Blend
SUSB,152295,Short-Term Bond
SUSC,76328,Corporate Bond
SUSL,15761,Large Blend
SVAL,4071,Small Value
SVIX,893614,Trading--Inverse Equity
SVOL,236395,Large Blend
SVXY,558067,Trading--Miscellaneous
SWEB,170,Trading--Inverse Equity
SXQG,31307,Large Growth
SXUS,336,Foreign Large Growth
SYII,0,Large Blend
SYLD,29665,Mid-Cap Value
SYNB,1,Health
SYUS,0,Mid-Cap Blend
SZK,2774,Trading--Inverse Equity
SZNE,1322,Large Blend
TACK,38466,Tactical Allocation
TAFI,179478,Muni National Short
TAGG,306,Intermediate-Term Bond
TAIL,67088,Trading--Inverse Equity
TAN,436787,Miscellaneous Sector
TARK,91605,Trading--Leveraged Equity
TAXF,6414,Muni National Interm
TBF,175451,Trading--Inverse Debt
TBIL,562654,Ultrashort Bond
TBT,1742188,Trading--Inverse Debt
TBUX,5723,Ultrashort Bond
TBX,76200,Trading--Inverse Debt
TCHI,23,Technology
TCHP,35548,Large Growth
TDIV,119456,Technology
TDSA,1151,Tactical Allocation
TDSB,51494,Tactical Allocation
TDSC,4523,Tactical Allocation
TDSD,2936,Tactical Allocation
TDSE,10821,Tactical Allocation
TDTF,180357,Inflation-Protected Bond
TDTT,186480,Inflation-Protected Bond
TDV,25487,Technology
TDVG,67816,Large Blend
TECB,21974,Technology
TECL,1630112,Trading--Leveraged Equity
TECS,1463394,Trading--Inverse Equity
TEQI,15286,Large Value
TFI,233212,Muni National Long
TFLO,1923729,Ultrashort Bond
TFLR,4,Bank Loan
TGIF,305,Multisector Bond
TGN,0,Large Blend
TGRW,1317,Large Growth
THCX,14677,Miscellaneous Sector
THD,52182,Miscellaneous Region
THLV,16377,Large Blend
THNQ,28391,Technology
THY,11619,High Yield Bond
THYF,701,High Yield Bond
TILT,3174,Large Blend
TIME,5453,Technology
TINT,8,Natural Resources
TINY,82,Technology
TIP,3717934,Inflation-Protected Bond
TIPX,87239,Inflation-Protected Bond
TIPZ,3212,Inflation-Protected Bond
TLH,395272,Long Government
TLT,13470537,Long Government
TLTD,6110,Foreign Large Value
TLTE,1996,Diversified Emerging Mkts
TLTW,463091,Long Government
TMDV,1103,Mid-Cap Value
TMF,16005430,Trading--Leveraged Debt
TMFC,21802,Large Growth
TMFE,1393,Large Growth
TMFM,5500,Mid-Cap Growth
TMFS,3610,Small Growth
TMFX,2606,Mid-Cap Growth
TMV,168315,Trading--Inverse Debt
TNA,9849851,Trading--Leveraged Equity
TOKE,1958,Miscellaneous Sector
TOLL,6116,Large Blend
TOLZ,4554,Infrastructure
TPHD,34512,Mid-Cap Value
TPHE,910,Mid-Cap Value
TPIF,9485,Foreign Large Blend
TPLC,11933,Mid-Cap Blend
TPLE,2025,Mid-Cap Blend
TPMN,4441,Large Blend
TPOR,10854,Trading--Leveraged Equity
TPSC,3889,Small Blend
TPYP,38334,Energy Limited Partnership
TQQQ,83565135,Trading--Leveraged Equity
TRFK,3601,Technology
TRFM,502,Technology
TRND,59201,Large Blend
TRPL,65,Large Blend
TRTY,7292,Tactical Allocation
TSJA,483,Trading--Miscellaneous
TSL,24600,Trading--Leveraged Equity
TSLI,9002,Trading--Inverse Equity
TSLL,12030980,Trading--Leveraged Equity
TSLQ,1052415,Trading--Inverse Equity
TSLS,391066,Trading--Inverse Equity
TSME,7496,Mid-Cap Blend
TSOC,17,Trading--Miscellaneous
TSPA,3275,Large Blend
TTAC,2261,Large Blend
TTAI,1906,Foreign Large Blend
TTT,27626,Trading--Inverse Debt
TUA,22650,Intermediate-Term Bond
TUG,2660,Allocation--50% to 70% Equity
TUGN,979,Allocation--50% to 70% Equity
TUR,236640,Miscellaneous Region
TUSI,15,Ultrashort Bond
TWEB,683,Technology
TWIO,2220,Allocation--30% to 50% Equity
TWM,1613061,Trading--Inverse Equity
TYA,8885,Long Government
TYD,18951,Trading--Leveraged Debt
TYLG,109,Technology
TYO,27494,Trading--Inverse Debt
TZA,6174794,Trading--Inverse Equity
UAE,8332,Miscellaneous Region
UAV,413,Miscellaneous Sector
UBOT,47387,Trading--Leveraged Equity
UBR,103,Trading--Leveraged Equity
UBT,52093,Trading--Leveraged Debt
UCC,428,Trading--Leveraged Equity
UCO,4007204,Trading--Leveraged Commodities
UCON,249821,Nontraditional Bond
UCRD,3,Corporate Bond
UCYB,1208,Trading--Leveraged Equity
UDI,5,Large Value
UDIV,736,Large Blend
UDN,58058,World Bond
UDOW,2762780,Trading--Leveraged Equity
UEVM,493,Diversified Emerging Mkts
UFIV,500,Intermediate Government
UFO,4363,Industrials
UGE,1800,Trading--Leveraged Equity
UGL,85198,Trading--Leveraged Commodities
UITB,10235,Intermediate-Term Bond
UIVM,585,Foreign Large Value
UJB,7329,Trading--Leveraged Debt
ULE,12009,Trading--Miscellaneous
ULST,173376,Ultrashort Bond
ULTR,23,Ultrashort Bond
ULVM,53,Large Value
UMDD,7380,Trading--Leveraged Equity
UMI,7053,Energy Limited Partnership
UMMA,3073,Foreign Large Growth
UPAR,2855,Allocation--50% to 70% Equity
UPRO,4912617,Trading--Leveraged Equity
UPV,2065,Trading--Leveraged Equity
UPW,480,Trading--Leveraged Equity
URA,3248248,Natural Resources
URE,206,Trading--Leveraged Equity
URNJ,118326,Natural Resources
URNM,570891,Natural Resources
URTY,562461,Trading--Leveraged Equity
USAI,8334,Energy Limited Partnership
USCA,423,Large Blend
USCI,9488,Commodities Broad Basket
USD,156189,Trading--Leveraged Equity
USDU,275202,Trading--Miscellaneous
USFR,5679931,Ultrashort Bond
USHY,5874095,High Yield Bond
USIG,1259405,Corporate Bond
USMC,19092,Large Blend
USMF,6713,Mid-Cap Blend
USMV,1345024,Large Blend
USNZ,0,Large Blend
USPX,24723,Large Blend
USRT,176942,Real Estate
USSG,40905,Large Blend
UST,2179,Trading--Leveraged Debt
USTB,15666,Short-Term Bond
USVM,4257,Small Blend
USVN,1,Long Government
USVT,300,Mid-Cap Value
USXF,36529,Large Growth
UTEN,950,Long Government
UTES,19,Utilities
UTHY,36,Long Government
UTRE,84,Short Government
UTRN,1154,Large Blend
UTSL,90201,Trading--Leveraged Equity
UTWO,17667,Short Government
UTWY,8,Long Government
UUP,4261645,Trading--Miscellaneous
UVDV,2443,Large Value
UVIX,6542267,Trading--Leveraged Equity
UVXY,38673620,Trading--Miscellaneous
UWM,531047,Trading--Leveraged Equity
UXI,92,Trading--Leveraged Equity
UYG,29987,Trading--Leveraged Equity
UYLD,3703,Ultrashort Bond
UYM,2225,Trading--Leveraged Equity
VABS,41,Short-Term Bond
VALQ,1288,Large Value
VALT,659,Ultrashort Bond
VAMO,3342,Long-Short Equity
VAW,88843,Natural Resources
VB,344100,Small Blend
VBK,136944,Small Growth
VBR,241419,Small Value
VCAR,808,Technology
VCEB,49692,Corporate Bond
VCIT,7180995,Corporate Bond
VCLN,100,Miscellaneous Sector
VCLT,1067530,Long-Term Bond
VCR,66663,Consumer Cyclical
VCSH,2458286,Short-Term Bond
VDC,73527,Consumer Defensive
VDE,483891,Equity Energy
VDNI,0,Large Blend
VEA,8660454,Foreign Large Blend
VEGI,24771,Natural Resources
VEGN,414,Large Growth
VEMY,626,Emerging Markets Bond
VERS,309,Technology
VEU,1709808,Foreign Large Blend
VFH,269389,Financial
VFMF,3897,Mid-Cap Blend
VFMO,4287,Mid-Cap Growth
VFMV,937,Mid-Cap Blend
VFQY,664,Mid-Cap Blend
VFVA,59354,Mid-Cap Value
VGIT,775459,Intermediate Government
VGK,2195931,Europe Stock
VGLT,648769,Long Government
VGSH,3377804,Short Government
VGT,285559,Technology
VHT,151002,Health
VICE,71,Miscellaneous Sector
VIDI,7010,Foreign Large Value
VIG,609276,Large Blend
VIGI,117249,Foreign Large Growth
VIOG,9808,Small Growth
VIOO,59352,Small Blend
VIOV,58160,Small Value
VIRS,544,Large Blend
VIS,55533,Industrials
VIXM,373724,Trading--Miscellaneous
VIXY,7568928,Trading--Miscellaneous
VLU,3887,Large Value
VLUE,170457,Large Value
VMBS,2049373,Intermediate Government
VMOT,7013,Long-Short Equity
VNAM,1382,Miscellaneous Region
VNLA,186647,Ultrashort Bond
VNM,1296959,Miscellaneous Region
VNMC,0,Mid-Cap Blend
VNQ,2877636,Real Estate
VNQI,185408,Global Real Estate
VNSE,104,Large Blend
VO,515329,Mid-Cap Blend
VOE,314249,Mid-Cap Value
VONE,42519,Large Blend
VONG,452034,Large Growth
VONV,314615,Large Value
VOO,2454057,Large Blend
VOOG,80146,Large Growth
VOOV,43713,Large Value
VOT,203224,Mid-Cap Growth
VOTE,7674,Large Blend
VOX,135677,Communications
VPC,377,Nontraditional Bond
VPL,492489,Diversified Pacific/Asia
VPN,1280,Infrastructure
VPU,136929,Utilities
VR,407,Technology
VRAI,1766,Mid-Cap Value
VRIG,32822,Ultrashort Bond
VRP,135887,Preferred Stock
VSDA,2291,Large Blend
VSGX,113958,Foreign Large Blend
VSLU,7514,Large Blend
VSMV,145,Large Value
VSS,322175,Foreign Small/Mid Blend
VTC,21996,Corporate Bond
VTEB,1413842,Muni National Interm
VTES,31020,Muni National Short
VTHR,26618,Large Blend
VTI,1875247,Large Blend
VTIP,1024707,Inflation-Protected Bond
VTV,1541422,Large Value
VTWG,4862,Small Growth
VTWO,1269943,Small Blend
VTWV,8975,Small Value
VUG,826833,Large Growth
VUSB,425113,Ultrashort Bond
VUSE,13739,Mid-Cap Value
VV,108897,Large Blend
VWID,170,Foreign Large Value
VWO,11561247,Diversified Emerging Mkts
VWOB,128840,Emerging Markets Bond
VXF,169595,Mid-Cap Blend
VXUS,2065575,Foreign Large Blend
VYM,1722943,Large Value
VYMI,222761,Foreign Large Value
WANT,60530,Trading--Leveraged Equity
WBAT,3,Technology
WBIF,2315,Large Value
WBIG,4443,Large Value
WBIL,2175,Large Blend
WBIY,5938,Mid-Cap Value
WCBR,24773,Technology
WCEO,64,Small Blend
WCLD,252220,Technology
WDNA,275,Health
WEBL,1022135,Trading--Leveraged Equity
WEBS,253246,Trading--Inverse Equity
WEED,683,Miscellaneous Sector
WFH,354,Technology
WFHY,25058,High Yield Bond
WFIG,10,Corporate Bond
WGRO,104,Mid-Cap Growth
WINC,557,Short-Term Bond
WINN,591198,Large Growth
WIP,244541,World Bond
WIZ,431,Allocation--70% to 85% Equity
WLTG,1,Large Blend
WLTH,1262,Allocation--50% to 70% Equity
WNDY,121,Miscellaneous Sector
WOMN,145,Large Blend
WOOD,5790,Natural Resources
WPS,35838,Global Real Estate
WTAI,191666,Technology
WTMF,62632,Managed Futures
WTRE,4706,Global Real Estate
WTV,2882,Large Value
WUGI,3168,Technology
WWJD,6203,Foreign Large Blend
XAR,47474,Industrials
XB,101,High Yield Bond
XBB,4,High Yield Bond
XBI,4956286,Health
XBIL,26417,Ultrashort Bond
XC,869,Diversified Emerging Mkts
XCCC,2144,High Yield Bond
XCEM,15145,Diversified Emerging Mkts
XCLR,34,Large Blend
XCOR,2,Large Growth
XDAT,169,Technology
XDNA,3089,Health
XDQQ,289,Trading--Miscellaneous
XDSQ,11244,Trading--Miscellaneous
XEMD,881,Emerging Markets Bond
XES,84296,Equity Energy
XFIV,714,Intermediate Government
XHB,1772728,Consumer Cyclical
XHE,36585,Health
XHLF,26292,Short Government
XHS,1860,Health
XHYC,19,High Yield Bond
XHYD,81,High Yield Bond
XHYE,110,High Yield Bond
XHYF,300,High Yield Bond
XHYH,100,High Yield Bond
XHYI,3,High Yield Bond
XHYT,10,High Yield Bond
XITK,1229,Technology
XJH,3591,Mid-Cap Blend
XJR,24918,Small Blend
XLB,4792480,Natural Resources
XLC,6241511,Communications
XLE,19869909,Equity Energy
XLF,32283017,Financial
XLG,19851,Large Blend
XLI,8135402,Industrials
XLK,6231226,Technology
XLP,9633188,Consumer Defensive
XLRE,3925489,Real Estate
XLSR,18083,Large Blend
XLU,12209478,Utilities
XLV,6877962,Health
XLY,3274866,Consumer Cyclical
XME,2162648,Natural Resources
XMHQ,47310,Mid-Cap Blend
XMLV,22602,Mid-Cap Blend
XMMO,45115,Mid-Cap Growth
XMPT,9190,High Yield Muni
XMVM,12099,Mid-Cap Value
XNAV,342,Large Growth
XNTK,25925,Technology
XONE,44374,Short Government
XOP,2646056,Equity Energy
XOUT,1192,Large Growth
XPH,35526,Health
XPND,6234,Technology
XPP,1496,Trading--Leveraged Equity
XRLV,291,Large Blend
XRMI,4004,Large Blend
XRT,6630667,Consumer Cyclical
XSD,74770,Technology
XSHD,3620,Small Value
XSHQ,4742,Small Blend
XSLV,27921,Small Blend
XSMO,5535,Small Growth
XSOE,1034218,Diversified Emerging Mkts
XSVM,63548,Small Value
XSVN,13,Long Government
XSW,22746,Technology
XT,118971,Miscellaneous Sector
XTEN,6,Long Government
XTL,5526,Communications
XTN,38013,Industrials
XTR,21,Large Blend
XTRE,362,Short Government
XTWO,392,Short Government
XTWY,1,Long Government
XVOL,0,Large Blend
XVV,5252,Large Blend
XWEB,705,Technology
XYLE,254,Large Blend
XYLG,8038,Large Blend
YALL,7195,Large Blend
YANG,3351021,Trading--Inverse Equity
YCL,21550,Trading--Miscellaneous
YCS,19921,Trading--Miscellaneous
YEAR,359198,Ultrashort Bond
YINN,2197663,Trading--Leveraged Equity
YLD,8843,High Yield Bond
YLDE,243,Large Blend
YOLO,18708,Miscellaneous Sector
YPS,3024,Mid-Cap Value
YUMY,546,Consumer Defensive
YXI,16275,Trading--Inverse Equity
YYY,348051,Tactical Allocation
ZECP,6818,Large Blend
ZIG,400,Large Blend
ZIVB,1000,Trading--Inverse Equity
ZROZ,304710,Long Government
ZSL,800433,Trading--Inverse Commodities
ZSPY,108,Long-Short Equity
ZTAX,41,Muni National Long
